round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-5,boredom,5459,2021/10/06 3:37:26 pm EET,e4cdf9178388f6da8505de64f66a2cf8,1,2,1,2,1,3,3,3,2,1,1,2,I felt BOREDOM when I was in a lecture that I didn't understand,I felt ... when I was in a lecture that I didn't understand,hours,hours,3,4,2,4,4,2,4,2,1,2,2,4,2,2,2,4,1,4,1,1,3,3,2,"No, I participated before and answered the next set of questions.",21,Female,Undergraduate degree (BA/BSc/other),European,3,5,5,5,5,5,6,4,3,5,The event really happened in my life.,COPIED FROM: text id 52099
round-3,boredom,3186,2021/09/03 5:03:27 pm EET,97a9b9096695cd89f6444982de2c0fbf,2,2,2,2,1,2,3,3,3,2,1,3,I felt boredom because I was on a bad date,I felt ... because I was on a bad date,hours,hours,4,4,2,1,1,1,5,2,5,1,5,1,5,5,1,5,1,3,4,1,1,4,2,"No, I participated before and answered the next set of questions.",28,Female,Graduate degree (MA/MSc/MPhil/other),European,6,5,7,7,3,3,7,1,7,1,--,COPIED FROM: text id 3272
round-4,shame,41577,2021/09/20 1:51:28 am EET,1fb3ff142f4159d15909e91a630fc9eb,1,4,2,1,3,3,2,3,1,3,3,3,I remembered that earlier this year I'd contacted an old fling for closure and felt embarrassed,I remembered that earlier this year I'd contacted an old fling for closure and felt ...,minutes,minutes,5,4,2,4,4,1,5,3,2,4,1,4,1,1,2,1,1,4,4,5,2,5,4,"No, I participated before and answered the next set of questions.",24,Female,Undergraduate degree (BA/BSc/other),European,3,1,7,5,6,6,3,3,7,2,--,COPIED FROM: text id 4801
round-3,anger,3123,2021/09/03 5:00:49 pm EET,45aa0a5990ec5816238a4e737c619c83,1,2,1,1,1,2,2,2,1,1,1,1,my sister's boyfriend broke into her house and hit her in the head with a hammer.,my sister's boyfriend broke into her house and hit her in the head with a hammer.,minutes,weeks,5,5,5,3,4,1,5,2,1,1,5,4,2,5,1,5,2,4,5,3,4,1,5,"Yes, first time, I will answer the following questions.",39,Female,Undergraduate degree (BA/BSc/other),African,2,1,5,5,5,6,7,3,5,4,--,ORIGINAL
round-3,relief,3904,2021/09/03 10:20:39 pm EET,ec0cc2abe3052fcbf7beef3ce7d002ab,2,2,1,2,1,1,1,1,1,1,1,1,I got my hardest exam back and I got an A,I got my hardest exam back and I got an A,weeks,days,5,4,1,3,3,2,4,5,1,3,1,3,2,2,3,2,1,2,1,1,5,3,5,"No, I participated before and answered the next set of questions.",27,Female,High school,African,1,6,5,6,5,7,5,4,3,2,--,COPIED FROM: text id 3649
round-7,sadness,7173,2021/11/10 12:30:52 am CET,3a7382231ca5753b3b4221f9fe477185,1,3,1,1,1,2,3,1,1,1,1,2,"I felt sadness when I didnt achieve my weight loss goal, I had been working for months to achieve.","I felt ... when I didnt achieve my weight loss goal, I had been working for months to achieve.",weeks,days,4,5,2,5,3,1,5,4,1,4,1,1,4,1,3,1,1,4,5,1,3,5,3,"No, I participated before and answered the next set of questions.",21,Female,Undergraduate degree (BA/BSc/other),European,3,5,7,6,5,5,6,1,2,1,The event really happened in my life.,COPIED FROM: text id 7130
round-6,relief,6814,2021/11/01 10:13:06 pm CET,96a6977e10588c08f42b31f378a6062e,1,1,1,1,1,5,5,5,1,1,1,3,I felt relief when I paid my mortgage off.,I felt ... when I paid my mortgage off.,days,days,5,5,1,3,5,5,1,5,1,5,1,5,5,5,5,1,1,1,1,1,5,1,1,"Yes, first time, I will answer the following questions.",70,Female,High school,North American,4,5,7,5,5,7,7,1,7,4,The event really happened in my life.,ORIGINAL
round-5,disgust,5518,2021/10/06 2:09:38 pm EET,a8d10476ad85d025e0cbd0b9f55b0a04,1,2,1,1,1,2,1,1,1,1,1,2,I saw a parent screaming at a young child for no reason in a mall food court.,I saw a parent screaming at a young child for no reason in a mall food court.,minutes,hours,4,4,4,1,1,1,5,1,1,1,5,1,1,2,1,5,1,3,5,5,3,4,1,"No, I participated before and answered the next set of questions.",49,Female,Graduate degree (MA/MSc/MPhil/other),North American,2,4,7,2,5,7,7,1,7,2,The event really happened in my life.,COPIED FROM: text id 5733
round-3,sadness,31054,2021/09/03 10:42:25 pm EET,779ffc5af31d8a273a59ce1cadc36be4,1,4,1,1,1,2,1,1,1,1,1,1,my dad passed away,my dad passed away,hours,weeks,5,4,3,2,2,1,5,5,1,1,1,3,1,3,1,1,5,3,3,1,4,3,4,"Yes, first time, I will answer the following questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,6,5,6,3,6,6,3,2,3,--,ORIGINAL
round-4,pride,41116,2021/09/20 1:04:26 am EET,1ae70ca62bcbcc0ef3d4eb3fc89fd0f0,1,2,2,1,2,3,1,1,2,1,1,1,I felt pride when I led my workforce to an important event and my boss told me I did a great job at it. It was nice to be appreciated.,I felt ... when I led my workforce to an important event and my boss told me I did a great job at it. It was nice to be appreciated.,hours,hours,3,4,3,3,3,5,1,3,3,5,3,3,4,3,5,4,1,3,1,1,5,1,4,"No, I participated before and answered the next set of questions.",23,Male,High school,European,5,3,7,5,6,3,6,2,5,2,--,COPIED FROM: text id 4396
round-5,boredom,5444,2021/10/06 3:36:09 pm EET,a5721664008addc54b44fa16c66cfbc8,1,2,1,1,1,2,1,1,1,1,1,1,I felt boredom when I attended an induction training session for work because it lasted most of the day and involved long presentations and the content was dull to me,I felt ... when I attended an induction training session for work because it lasted most of the day and involved long presentations and the content was dull to me,hours,hours,3,3,1,4,4,2,4,2,1,1,2,5,2,1,1,5,1,4,1,1,5,1,4,"No, I participated before and answered the next set of questions.",24,Female,Undergraduate degree (BA/BSc/other),European,6,5,3,2,6,2,6,2,6,2,The event really happened in my life.,COPIED FROM: text id 52345
round-4,guilt,4647,2021/09/20 1:24:44 am EET,eb7219ef230f68ff0102a9aa66da4ba1,3,4,2,2,1,2,2,1,1,1,1,2,when picked up money off the ground that someone dropped,when picked up money off the ground that someone dropped,hours,days,3,4,3,4,4,3,4,3,2,4,2,3,4,3,4,2,1,3,5,4,4,2,2,"No, I participated before and answered the next set of questions.",30,Male,Graduate degree (MA/MSc/MPhil/other),Hispanic/Latino,6,5,5,6,5,1,2,4,2,2,--,COPIED FROM: text id 4558
round-5,trust,52851,2021/10/06 6:26:01 pm EET,81b6cb037570c383c7c98c21019632b5,1,1,1,2,4,2,1,1,5,4,1,1,I felt trust because I was being held by my best friend,I felt ... because I was being held by my best friend,hours,hours,4,5,1,5,5,5,1,3,1,5,5,5,5,3,5,5,1,5,1,1,2,1,1,"No, I participated before and answered the next set of questions.",18,Female,Secondary education,European,2,4,6,7,3,5,5,2,1,4,The event really happened in my life.,COPIED FROM: text id 5900
round-5,fear,5882,2021/10/06 3:46:45 pm EET,30531ed055c4789b8de4674ce43dca51,1,4,1,1,2,3,1,1,1,1,1,1,My children are out with friends,My children are out with friends,hours,hours,4,4,1,5,3,2,4,2,1,5,2,1,4,1,1,4,2,2,2,1,1,5,4,"Yes, first time, I will answer the following questions.",41,Female,High school,White,4,3,5,5,3,3,5,5,3,5,The event really happened in my life.,ORIGINAL
round-5,pride,51673,2021/10/06 2:41:06 pm EET,8dde6ecd5ac53bdf3a77db0ac14f4adc,1,3,1,1,1,2,1,1,1,1,1,1,"I felt pride when I completed my work better than anyone else in my workplace, knowing that  I did a really good job and produced the best work I could.","I felt ... when I completed my work better than anyone else in my workplace, knowing that  I did a really good job and produced the best work I could.",minutes,hours,4,5,2,4,5,5,1,3,1,5,2,4,5,3,5,2,1,5,1,1,3,1,2,"No, I participated before and answered the next set of questions.",24,Male,Undergraduate degree (BA/BSc/other),Australian/New Zealander,2,6,6,5,4,5,6,3,4,2,The event really happened in my life.,COPIED FROM: text id 5281
round-6,relief,6784,2021/11/01 9:56:57 pm CET,31f653ce4e4f9cde008e9d0ea738ab09,1,5,2,1,2,2,2,2,1,1,1,1,My house purchase went through,My house purchase went through,weeks,minutes,3,3,1,4,5,5,1,5,1,4,4,5,4,3,1,5,1,3,1,1,5,3,5,"No, I participated before and answered the next set of questions.",30,Female,Undergraduate degree (BA/BSc/other),European,6,2,4,6,5,7,7,5,6,2,The event really happened in my life.,COPIED FROM: text id 6376
round-2,relief,2147,2021/07/20 5:00:54 pm EET,a898deab1798d35f3befeb7ddee39ebd,1,2,1,1,1,1,1,1,1,1,1,1,I finally left a job that was bringing me down,I finally left a job that was bringing me down,minutes,days,5,4,3,1,4,3,3,4,1,3,4,3,5,5,4,1,1,4,3,2,3,4,5,"No, I participated before and answered the next set of questions.",30,Female,Undergraduate degree (BA/BSc/other),European,6,3,3,5,5,4,6,4,5,2,--,COPIED FROM: text id 289
round-4,surprise,41725,2021/09/20 1:45:25 am EET,12a21ca381cd05df6086b5b722766773,1,1,1,1,1,1,1,1,1,1,1,1,My partner surprised me with a kitten. We had not discussed getting a pet and it was out of the blue but amazing.,My partner ... me with a kitten. We had not discussed getting a pet and it was out of the blue but amazing.,minutes,hours,3,5,4,1,1,5,1,3,1,1,5,1,4,4,1,5,1,4,1,1,4,1,3,"No, I participated before and answered the next set of questions.",32,Female,Undergraduate degree (BA/BSc/other),British,6,6,6,2,6,5,6,2,6,3,--,COPIED FROM: text id 4489
round-4,anger,475,2021/09/19 11:36:00 pm EET,7a91df0a4394feec5cebedd592ae6f48,1,3,1,1,1,3,1,1,1,1,1,1,"A manager and colleague had a meeting, then called me in to confront me about my behaviour. I was angry and felt put on the spot and defensive. In hindsight it was handled incorrectly and I only I wish instead of reacting in anger and upset I had instead asked for 10 details of the meeting and some time to prepare beforehand.","A manager and colleague had a meeting, then called me in to confront me about my behaviour. I was ... and felt put on the spot and defensive. In hindsight it was handled incorrectly and I only I wish instead of reacting in ... and ... I had instead asked for 10 details of the meeting and some time to prepare beforehand.",minutes,weeks,5,5,5,2,2,1,5,4,1,2,4,2,3,4,2,5,2,4,5,4,5,2,5,"Yes, first time, I will answer the following questions.",32,Female,Secondary education,European,6,6,6,3,6,1,7,1,6,6,--,ORIGINAL
round-3,pride,3847,2021/09/03 10:27:10 pm EET,198a791caca607c9c4b5bb7da2bd7f46,1,3,1,1,2,2,1,1,1,1,1,2,I got a new job at a higher level and pay than previously.,I got a new job at a higher level and pay than previously.,minutes,weeks,4,5,2,1,1,5,1,5,1,5,2,2,2,5,4,3,1,2,1,1,5,1,1,"Yes, first time, I will answer the following questions.",29,Female,Undergraduate degree (BA/BSc/other),North American,2,5,6,5,5,5,3,3,3,3,--,ORIGINAL
round-5,trust,52793,2021/10/06 6:28:26 pm EET,ed9dcdbcf8ec80433c892c3e477e7bcc,1,1,1,1,1,1,1,1,1,1,1,1,I got asked to be in charge of my school's charity bake sale money,I got asked to be in charge of my school's charity bake sale money,hours,minutes,1,5,1,4,2,5,1,1,3,3,3,2,4,4,3,3,2,2,1,1,5,2,3,"No, I participated before and answered the next set of questions.",22,Female,Graduate degree (MA/MSc/MPhil/other),European,5,5,6,7,6,4,6,2,3,2,The event really happened in my life.,COPIED FROM: text id 51274
round-5,boredom,5411,2021/10/06 3:42:08 pm EET,4fac5f9fe78f2c561bf11719669aa940,3,2,4,3,4,3,3,3,2,3,3,3,I was at work waiting for contracts to come in that i could work,I was at work waiting for contracts to come in that i could work,hours,hours,3,5,1,3,3,1,4,3,3,2,5,3,1,3,2,5,4,5,3,1,2,4,1,"No, I participated before and answered the next set of questions.",29,Male,Graduate degree (MA/MSc/MPhil/other),European,5,3,4,6,5,5,4,4,5,4,The event really happened in my life.,COPIED FROM: text id 51878
round-4,pride,41062,2021/09/20 2:22:23 am EET,dca29c5e9bb9803a72fe9994608d28b3,1,1,1,1,1,1,1,1,1,1,1,1,I felt pride when I came out as gay to my friends and family,I felt ... when I came out as gay to my friends and family,minutes,weeks,5,5,3,4,4,5,1,5,1,5,1,4,5,3,4,1,1,3,1,1,3,1,4,"No, I participated before and answered the next set of questions.",26,Male,High school,North American,3,5,7,3,6,7,5,2,4,1,--,COPIED FROM: text id 41637
round-6,relief,6776,2021/11/01 9:54:01 pm CET,964425d6b36da5699c4c11d381017165,4,4,4,1,4,1,1,2,4,4,1,1,winning money gambling,winning money gambling,hours,hours,5,5,5,5,1,5,5,5,5,5,1,1,5,5,1,1,5,1,5,1,5,5,5,"No, I participated before and answered the next set of questions.",26,Male,High school,European,5,2,5,5,6,5,6,6,6,2,The event really happened in my life.,COPIED: Welcomeback!
round-5,anger,511,2021/10/06 1:20:36 pm EET,15e5d686d1d9e529e25098f1e5cc6f2d,2,2,2,1,1,3,3,3,3,2,2,3,I lost £50 in an online sports bet last night,I lost £50 in an online sports bet last night,hours,days,5,5,3,4,4,1,5,3,1,5,1,4,4,3,4,5,1,3,4,2,2,4,3,"Yes, first time, I will answer the following questions.",32,Female,Undergraduate degree (BA/BSc/other),European,2,3,3,5,4,6,5,5,4,5,The event really happened in my life.,ORIGINAL
round-6,boredom,6183,2021/11/01 9:17:40 pm CET,abe7bb7889e9fdb39e787421dd84b512,1,3,1,1,1,2,1,1,1,1,1,2,I felt BOREDOM because I forced myself to binge watch The Rain (on netflix).,I felt ... because I forced myself to binge watch The Rain (on netflix).,hours,hours,4,3,1,4,3,2,3,1,1,5,1,3,1,1,4,2,1,5,1,1,3,1,1,"No, I participated before and answered the next set of questions.",33,Male,High school,European,3,6,1,4,5,2,2,5,2,5,The event really happened in my life.,COPIED FROM: text id 6660
round-4,joy,4811,2021/09/20 2:13:25 am EET,08b6ee3a8bbb21c6032fece716abfd48,1,1,1,1,1,3,1,1,1,1,1,1,"I received a laptop as a gift on my birthday, which I had wanted for months leading up to my birthday.","I received a laptop as a gift on my birthday, which I had wanted for months leading up to my birthday.",minutes,hours,4,4,4,3,2,5,1,3,4,3,4,2,4,4,3,4,3,4,1,1,4,4,4,"No, I participated before and answered the next set of questions.",21,Male,High school,South Asian,4,2.5,5,2.5,6,5,4,3.5,5,4,--,"AVERAGED: text id 4609, 41724"
round-3,fear,3386,2021/09/03 5:45:29 pm EET,68771e3f8138ddd352f0ab32cffce1d8,1,1,1,1,1,1,1,1,1,1,1,1,When I was younger I used to go on hikes by myself a lot. I went to a large wooded area and after walking a while I heard a noise and then I saw dogs coming fast towards me. They started growling and barking . I started to run but I knew they would catch me. Luckily a tree nearby had limbs low enough for me to climb. I went up in the tree and four dogs came to the bottom of the tree and looked up at me and kept barking and growling. I was very scared. They kept me up in that tree for a couple hours then left. I waited awhile before I got down. Thank goodness they were gone. I got out of there as fast as possible.,When I was younger I used to go on hikes by myself a lot. I went to a large wooded area and after walking a while I heard a noise and then I saw dogs coming fast towards me. They started growling and barking . I started to run but I knew they would catch me. Luckily a tree nearby had limbs low enough for me to climb. I went up in the tree and four dogs came to the bottom of the tree and looked up at me and kept barking and growling. I was very .... They kept me up in that tree for a couple hours then left. I waited awhile before I got down. Thank goodness they were gone. I got out of there as fast as possible.,hours,weeks,5,5,5,1,1,1,5,5,5,1,1,5,1,5,1,1,5,5,1,1,5,1,4,"No, I participated before and answered the next set of questions.",66,Male,High school,European,6,4,6,3,7,1,6,1,5,1,--,COPIED FROM: text id 3177
round-5,no-emotion,51398,2021/10/06 2:53:59 pm EET,566e6d9fa0b6225c29df8a4e9e7413a7,1,3,1,1,2,1,1,1,1,1,1,2,I went shopping for grocery essentials,I went shopping for grocery essentials,minutes,I had none,1,4,1,5,4,3,1,2,1,5,1,5,2,2,4,2,2,5,1,1,2,2,1,"No, I participated before and answered the next set of questions.",36,Female,Doctorate degree (PhD/other),European,3,5,6,5,5,5,5,2,4,5,The event really happened in my life.,COPIED FROM: text id 5255
round-6,anger,642,2021/11/01 8:41:20 pm CET,b57b9f3fbce1097d104dbc1c80bc0f1d,1,3,1,1,1,2,1,1,1,1,1,3,yesterday because our homemade pizza was overcooked.,yesterday because our homemade pizza was overcooked.,minutes,minutes,2,5,1,3,4,1,3,1,1,2,4,3,2,2,4,4,1,1,2,1,2,2,1,"Yes, first time, I will answer the following questions.",28,Male,High school,European,2,6,5,5,6,5,5,3,4,2,The event really happened in my life.,ORIGINAL
round-4,anger,4101,2021/09/20 12:07:37 am EET,aaa4210ea2d03a51e9694e4ebcb8870b,2,2,1,1,2,1,1,1,1,1,1,3,a male in a crowed bar walked directly into me,a male in a crowed bar walked directly into me,seconds,hours,4,3,5,4,2,2,4,1,4,3,4,2,2,2,2,4,4,2,3,3,2,3,4,"Yes, first time, I will answer the following questions.",47,Female,Graduate degree (MA/MSc/MPhil/other),North American,2,5,6,7,3,7,7,2,5,3,--,ORIGINAL
round-4,boredom,4228,2021/09/19 11:55:57 pm EET,c4e31a13c41c5ebdf722f10fe7687f7a,1,1,1,1,1,4,1,3,1,1,3,3,I was at work and trying to concentrate on a task,I was at work and trying to concentrate on a task,hours,hours,3,2,1,4,4,2,4,2,2,2,2,4,2,2,5,1,1,4,2,2,2,2,2,"No, I participated before and answered the next set of questions.",32,Female,Graduate degree (MA/MSc/MPhil/other),European,2,2,5,4,5,5.5,7,4,5.5,2,--,"AVERAGED: text id 431, 4121"
round-6,shame,6946,2021/11/01 9:27:56 pm CET,d315da33bbb2335823b685699ceff1ad,2,2,1,1,1,1,1,1,3,1,1,1,When I farted in front of my girlfriend's friend,When I farted in front of my girlfriend's friend,seconds,minutes,2,2,5,3,2,1,5,1,5,2,1,4,1,1,1,1,4,5,2,2,1,4,1,"No, I participated before and answered the next set of questions.",22,Male,High school,North American,5,2,3,1,5,2,7,3,5,5,The event really happened in my life.,COPIED FROM: text id 688
round-6,pride,6663,2021/11/01 9:34:27 pm CET,90b0cf2e680c4b17fe820b9d0eebc0f1,1,3,1,1,1,1,2,3,2,1,1,1,A gallery that I have work on display with shared my work on social media.,A gallery that I have work on display with shared my work on social media.,minutes,minutes,4,5,4,1,3,5,1,3,1,3,5,3,3,2,1,5,1,5,1,1,1,1,1,"No, I participated before and answered the next set of questions.",45,Female,Undergraduate degree (BA/BSc/other),European,2,5,6,6,7,6,5,1,3,1,The event really happened in my life.,COPIED FROM: text id 6196
round-5,no-emotion,51432,2021/10/06 2:37:46 pm EET,0d3418bf3065f3b360cea09cb2c3ac79,1,2,1,1,1,1,1,1,2,1,1,2,I won some money with Premium Bonds.,I won some money with Premium Bonds.,seconds,I had none,1,3,5,2,3,3,1,2,5,3,1,2,4,1,1,3,3,5,1,1,2,1,1,"Yes, first time, I will answer the following questions.",57,Female,Graduate degree (MA/MSc/MPhil/other),European,5,5,5,4,5,5,5,5,5,3,The event really happened in my life.,ORIGINAL
round-3,pride,3812,2021/09/03 10:12:06 pm EET,e16fa97e33ba606da9723572e36e072a,1,2,2,3,2,3,4,3,4,2,3,2,i felt pride talking to him,i felt ... talking to him,minutes,minutes,3,4,4,2,3,4,3,2,2,4,2,4,3,3,2,3,3,3,4,2,3,4,3,"No, I participated before and answered the next set of questions.",30,Male,Graduate degree (MA/MSc/MPhil/other),African,4,2,2,3,5,6,4,5,5,5,--,COPIED FROM: text id 3557
round-4,boredom,4270,2021/09/20 12:36:24 am EET,dbde34eeb2f1290609ca6bffac1a5180,2,2,2,2,2,1,1,1,4,2,1,1,I started a new job and I was placed on induction but I was constantly left alone and bored,I started a new job and I was placed on induction but I was constantly left alone and ...,weeks,weeks,5,5,3,3,4,1,5,4,1,3,4,3,3,2,3,5,2,3,3,2,4,4,3,"No, I participated before and answered the next set of questions.",24,Female,Undergraduate degree (BA/BSc/other),Prefer not to answer,4,7,3,7,3,7,7,4,3,3,--,COPIED FROM REJECTED: text id 4127
round-5,guilt,51078,2021/10/06 4:01:36 pm EET,83cb38a6995db9d06cfa0482383bf5e8,1,1,1,1,1,3,1,2,1,1,1,4,I angered my wife by not listening to her story and left her feeling ignored,I angered my wife by not listening to her story and left her feeling ignored,minutes,hours,5,5,3,3,3,1,5,4,1,5,1,2,1,4,5,4,3,2,4,3,5,2,4,"Yes, first time, I will answer the following questions.",57,Male,Undergraduate degree (BA/BSc/other),European,4.5,1.5,6,3,4,4.5,5.5,3,5.5,4,The event really happened in my life.,"AVERAGED: text id 4366, 51078"
round-4,joy,4820,2021/09/20 2:24:38 am EET,66a0bad22e40a304c75ef3b65e24fa25,1,1,1,1,1,2,1,1,1,1,1,1,My parents visited us,My parents visited us,hours,hours,4,5,1,5,5,5,1,3,5,5,5,5,5,5,5,5,1,3,1,1,4,1,3,"Yes, first time, I will answer the following questions.",52,Female,Undergraduate degree (BA/BSc/other),Australian/New Zealander,7,5,6,4,6,2,6,2,5,3,--,ORIGINAL
round-4,sadness,41474,2021/09/20 12:26:20 am EET,5169f7b9ce9906cb54f39bf9777e7a38,1,4,1,1,1,1,1,1,2,1,2,1,I wasn't invited to my close friends wedding,I wasn't invited to my close friends wedding,minutes,days,5,5,5,1,1,1,5,4,3,1,5,4,5,3,1,5,3,3,3,3,4,1,5,"No, I participated before and answered the next set of questions.",24,Male,High school,South Asian,5,7,7,7,2,6,4,3,4,4,--,COPIED FROM: text id 4188
round-5,disgust,5522,2021/10/06 2:17:30 pm EET,197f480c553553ae2c69cb8168d86698,1,1,1,3,2,1,1,1,2,2,1,2,"I was washing the apples that were harvested from our garden, as one of them had insects and a little slug on it.","I was washing the apples that were harvested from our garden, as one of them had insects and a little slug on it.",seconds,seconds,3,5,3,2,4,2,4,1,1,2,3,3,3,3,3,2,2,4,2,1,4,1,2,"No, I participated before and answered the next set of questions.",18,Female,High school,South Asian,3,3,4,5,3,6,5,3,4,5,The event really happened in my life.,COPIED FROM: text id 5327
round-5,sadness,52075,2021/10/06 3:15:09 pm EET,84627f70691a0e709615d4d7cd61bc82,3,4,1,1,1,1,1,1,1,1,1,1,I felt sadness when I had to leave Texas to go to college in New Haven.,I felt ... when I had to leave Texas to go to college in New Haven.,days,weeks,5,5,1,2,5,1,4,4,2,4,4,4,4,3,3,3,4,4,3,1,3,4,4,"No, I participated before and answered the next set of questions.",19,Female,High school,Hispanic/Latino,5,5,6,6,6,5,5,4,4,5,The event really happened in my life.,COPIED FROM REJECTED: text id 51622
round-5,no-emotion,51402,2021/10/06 2:59:22 pm EET,cfb1ca053ebad9396c531f8d3e1e7f87,2,3,1,1,2,1,1,2,2,1,1,2,a family member got sick,a family member got sick,days,I had none,1,4,4,2,2,1,1,1,2,1,2,1,1,1,1,1,5,5,1,1,1,1,1,"Yes, first time, I will answer the following questions.",24,Male,No formal qualifications,European,1,7,7,7,6,6,5,3,5,6,The event really happened in my life.,ORIGINAL
round-2,pride,2125,2021/07/20 4:42:18 pm EET,cb83b6f7181863ab7ccd76e203fb2a9e,1,3,1,1,1,2,1,1,1,1,1,1,I won two gold medals at the world kickboxing championships.,I won two gold medals at the world kickboxing championships.,days,weeks,5,5,2,4,3,5,1,4,2,5,2,2,5,4,5,2,1,4,1,1,5,1,5,"No, I participated before and answered the next set of questions.",21,Female,Undergraduate degree (BA/BSc/other),European,6,3,5,5,6,3,6,5,5,3,--,COPIED FROM: text id 219
round-5,fear,5876,2021/10/06 3:05:56 pm EET,bd7b582e2dcfcb472fc671c4c2b01389,1,2,1,1,1,1,1,1,1,1,1,2,When I walked back home at night alone,When I walked back home at night alone,minutes,minutes,5,5,1,5,5,1,5,4,1,1,5,5,1,4,2,5,1,1,5,5,5,5,5,"No, I participated before and answered the next set of questions.",56,Female,Graduate degree (MA/MSc/MPhil/other),European,5,2,7,1,6,3,7,2,7,1,The event really happened in my life.,COPIED FROM: text id 5572
round-6,fear,6378,2021/11/01 9:39:55 pm CET,d215b68448ab626c0b0f978f5460c794,1,1,1,1,1,3,3,3,2,1,1,1,I went on a rollercoaster at a theme park.,I went on a rollercoaster at a theme park.,minutes,minutes,4,5,2,3,3,4,2,1,1,3,1,4,5,3,2,5,1,4,1,1,4,1,4,"Yes, first time, I will answer the following questions.",42,Female,Graduate degree (MA/MSc/MPhil/other),European,5,3,5,5,6,6,7,5,5,4,The event really happened in my life.,ORIGINAL
round-5,pride,51648,2021/10/06 3:05:42 pm EET,e92880e5e49eceddbdf8afd15c49ca07,1,1,1,1,1,1,1,1,1,1,1,1,bought my house,bought my house,weeks,weeks,4,4,2,1,1,5,2,5,3,5,5,4,5,4,4,5,1,4,1,1,5,1,3,"No, I participated before and answered the next set of questions.",31,Female,Graduate degree (MA/MSc/MPhil/other),European,6,6,5,3,7,2,7,5,6,4,The event really happened in my life.,COPIED FROM: text id 5833
round-5,fear,5760,2021/10/06 2:20:16 pm EET,0910cbdabc7f6b7fe11eb2feb6bdeeca,1,2,1,1,1,3,2,3,2,1,1,2,I felt fear because I might die alone,I felt ... because I might die alone,weeks,weeks,3,4,2,4,2,1,5,4,2,1,5,3,3,3,3,4,1,2,5,3,3,4,3,"Yes, first time, I will answer the following questions.",34,Male,Undergraduate degree (BA/BSc/other),European,5,2,6,2,5,7,4,4,5,2,The event really happened in my life.,ORIGINAL
round-5,guilt,5977,2021/10/06 2:35:38 pm EET,fbdb23888a1972479aa185040f62a93b,5,4,5,5,1,1,1,1,5,1,5,3,I felt guilt when we got our court decision to award our step son to his biological father. I felt guild that I may have messed up an answer which caused that outcome,I felt ... when we got our court decision to award our step son to his biological father. I felt ... that I may have messed up an answer which caused that outcome,weeks,weeks,5,5,5,1,1,1,5,5,1,2,5,5,2,5,5,5,1,1,5,4,5,3,5,"No, I participated before and answered the next set of questions.",40,Male,Secondary education,British/American,3,2,7,6,5,6,7,1,3,2,The event really happened in my life.,COPIED FROM: text id 576
round-5,no-emotion,51520,2021/10/06 5:29:09 pm EET,2857a21ad0f2540d4433991560e11b0f,1,1,1,1,1,1,1,1,1,1,1,1,learning at college,learning at college,days,hours,2,5,1,5,5,3,2,4,1,5,1,5,4,3,5,5,5,3,1,1,4,4,4,"No, I participated before and answered the next set of questions.",38,Male,Undergraduate degree (BA/BSc/other),European,4,5,6,2,6,7,7,2,5,1,The event really happened in my life.,COPIED FROM: text id 51328
round-4,boredom,4188,2021/09/20 12:19:53 am EET,5169f7b9ce9906cb54f39bf9777e7a38,1,4,1,1,1,1,1,1,1,1,1,1,I had nothing to do,I had nothing to do,minutes,minutes,4,4,2,5,5,2,4,3,3,5,3,2,1,3,5,3,1,3,3,3,3,4,5,"Yes, first time, I will answer the following questions.",24,Male,High school,South Asian,5,7,7,7,2,6,4,3,4,4,--,ORIGINAL
round-3,surprise,31213,2021/09/03 10:22:23 pm EET,2c0dcf6ab7c40921f0150f31ce6f5182,1,3,1,1,1,3,3,3,1,1,1,3,I got my first puppy,I got my first puppy,hours,weeks,5,3,5,1,2,5,1,4,1,1,5,2,5,5,2,5,1,4,1,1,4,1,5,"No, I participated before and answered the next set of questions.",18,Female,Don't know / not applicable,European,6,6,6,2,6,2,5,2,4,2,--,COPIED FROM: text id 3627
round-6,surprise,6970,2021/11/01 8:05:08 pm CET,9285f3fd1b88fcec57da1f0e5e97f7f7,1,1,1,1,1,1,1,1,1,1,1,1,I got a new job that I had really wanted but doubted I would be offered.,I got a new job that I had really wanted but doubted I would be offered.,weeks,days,4,4,2,2,1,5,1,5,1,5,1,4,2,4,4,4,1,3,1,1,5,1,5,"Yes, first time, I will answer the following questions.",54,Female,Undergraduate degree (BA/BSc/other),European,5,2,5,2,4,3,6,1,5,3,The event really happened in my life.,ORIGINAL
