round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-5,joy,51218,2021/10/06 5:17:31 pm EET,a04998a1d11145e3e9d7d55998d7e177,1,1,1,1,1,1,1,1,1,1,1,1,I completed my fitness challenge.,I completed my fitness challenge.,weeks,days,5,5,1,1,3,1,1,5,1,5,1,3,5,5,5,1,1,4,1,1,3,1,5,"No, I participated before and answered the next set of questions.",48,Female,High school,European,1,4,5,7,5,7,5,1,4,1,The event really happened in my life.,COPIED FROM: text id 51293
round-4,boredom,4202,2021/09/20 12:19:39 am EET,32b2d89d9cd9c8036e6f530ed07523a2,1,4,1,1,1,3,1,3,1,1,1,1,I was supposed to go out but plans got cancelled so just stuck at home,I was supposed to go out but plans got cancelled so just stuck at home,hours,hours,2,5,5,4,2,1,5,3,5,1,4,1,1,3,2,1,2,4,3,1,1,1,3,"No, I participated before and answered the next set of questions.",18,Female,Secondary education,South Asian,5,3,4,7,6,7,6,1,5,2,--,COPIED FROM: text id 41874
round-3,fear,3432,2021/09/03 5:58:45 pm EET,2887b3bc49dfdf002e4db3d12982be31,1,2,1,1,1,2,3,3,1,1,1,3,i was trapped between a mother bear and her cubs,i was trapped between a mother bear and her cubs,minutes,hours,5,5,5,1,3,1,5,5,4,3,1,5,1,5,5,1,3,1,1,1,5,1,5,"Yes, first time, I will answer the following questions.",34,Male,Graduate degree (MA/MSc/MPhil/other),North American,2,6,7,2,6,5,3,5,7,4,--,ORIGINAL
round-3,sadness,31063,2021/09/03 10:24:21 pm EET,2c0dcf6ab7c40921f0150f31ce6f5182,1,3,1,1,1,3,3,3,1,1,1,3,when I was told my dog was really ill,when I was told my dog was really ill,minutes,weeks,5,5,4,1,2,1,5,5,5,1,1,1,1,5,1,1,5,1,5,1,5,5,5,"No, I participated before and answered the next set of questions.",18,Female,Don't know / not applicable,European,6,6,6,2,6,2,5,2,4,2,--,COPIED FROM: text id 3627
round-4,disgust,4383,2021/09/19 11:59:23 pm EET,112f7a6fc629ad732858c9d80440ee13,1,1,1,1,1,2,2,1,1,1,1,2,"I felt disgust when I found out that my best friends boyfriend was having an affair, the girl he was having an affair with came to me so I could be the one to tell my friend. I was put in a horrible situation and felt disgusted by his actions. I went to him first and confronted him where at first he denied it, until I showed him the evidence I had and he said he would be the one to tell her. I still to this day cant look him in the eye for what he did to my best friend.","I felt ... when I found out that my best friends boyfriend was having an affair, the girl he was having an affair with came to me so I could be the one to tell my friend. I was put in a horrible situation and felt ... by his actions. I went to him first and confronted him where at first he denied it, until I showed him the evidence I had and he said he would be the one to tell her. I still to this day cant look him in the eye for what he did to my best friend.",days,weeks,5,5,5,1,1,1,5,4,1,1,5,4,1,3,2,4,1,2,5,4,5,4,4,"No, I participated before and answered the next set of questions.",33,Female,High school,European,7,5,6,2,7,1,5,2,6,2,--,COPIED FROM REJECTED: text id 477
round-3,surprise,31192,2021/09/03 10:45:46 pm EET,4f84fc17b1e3510a0ec4fc25ee7606e0,1,1,1,1,1,1,1,1,1,1,1,1,My dad offered to help me when buying a house,My dad offered to help me when buying a house,minutes,weeks,5,5,4,2,1,5,1,5,4,4,5,5,5,5,1,5,3,5,4,1,4,1,1,"Yes, first time, I will answer the following questions.",36,Female,Undergraduate degree (BA/BSc/other),European,2,3,5,6,5,5,5,2,3,5,--,ORIGINAL
round-4,sadness,41487,2021/09/20 1:48:26 am EET,c7972fe87baaad12d1bb739fd0b9bbb2,1,3,1,2,2,3,3,3,3,3,1,1,"I felt sadness when my younger sister called me crying that dad wouldn't answer her calls after he walked out on her and mom, because I felt as if I needed to be there to comfort her and I as well needed somebody to comfort me and I was hiding my own emotions about the situation.","I felt ... when my younger sister called me crying that dad wouldn't answer her calls after he walked out on her and mom, because I felt as if I needed to be there to comfort her and I as well needed somebody to comfort me and I was hiding my own emotions about the situation.",minutes,days,5,5,4,3,2,1,5,2,2,1,5,3,1,5,3,4,4,1,3,4,2,4,5,"No, I participated before and answered the next set of questions.",18,Gender Variant/Non-Conforming,Undergraduate degree (BA/BSc/other),Hispanic/Latino,5,7,7,7,4,6,3,5,1,7,--,COPIED FROM: text id 41201
round-4,boredom,4284,2021/09/20 12:35:17 am EET,a9283e4106af55a42113f894a1315ac9,1,3,1,1,1,5,4,5,3,1,1,5,I felt boredom while waiting for my mother to come out of surgery,I felt ... while waiting for my mother to come out of surgery,hours,hours,4,5,3,5,5,1,5,5,5,1,5,5,5,1,1,5,1,5,5,1,3,5,5,"No, I participated before and answered the next set of questions.",30,Female,High school,European,7,5,7,3,6,1,4,1,6,5,--,COPIED FROM: text id 4155
round-4,relief,41267,2021/09/20 2:19:43 am EET,7eb489bf921726aa2f13abedb9be343f,1,1,1,1,1,2,1,1,1,1,1,1,when my parents divorced. I couldn't deal with being around my dad anymore as he was an alcoholic.,when my parents divorced. I couldn't deal with being around my dad anymore as he was an alcoholic.,weeks,weeks,5,5,5,1,2,1,5,5,5,1,5,5,2,1,2,5,4,2,3,1,2,2,5,"No, I participated before and answered the next set of questions.",21,Female,High school,European,3,5,5,5,6,5,7,6,5,2,--,COPIED FROM: text id 41251
round-5,sadness,52172,2021/10/06 5:51:21 pm EET,fdee710106cc4f014532c02b9b49b79a,1,3,1,1,1,1,1,1,1,1,1,1,I dropped my food when i was really hungry,I dropped my food when i was really hungry,seconds,minutes,5,5,5,1,1,1,5,2,5,3,1,1,1,5,1,1,5,5,1,1,2,5,3,"No, I participated before and answered the next set of questions.",25,Male,Undergraduate degree (BA/BSc/other),East Asian,2,5,5,2,6,6,6,7,4,3,The event really happened in my life.,COPIED FROM: text id 52390
round-3,no-emotion,3657,2021/09/03 9:18:26 pm EET,d8bee2acb2c21ccac0330b0bef7b721b,4,3,1,3,1,3,2,3,4,1,2,1,running errands this morning,running errands this morning,hours,hours,3,4,1,5,3,3,3,2,2,3,1,3,4,2,2,2,5,5,2,1,4,2,1,"No, I participated before and answered the next set of questions.",26,Female,Undergraduate degree (BA/BSc/other),North American,5,6,6,3,7,5,5,2,6,1,--,COPIED FROM: text id 3630
round-7,disgust,759,2021/11/09 11:32:58 pm CET,fda6ca4b816e64a5449378118ce36a59,1,2,2,2,2,1,1,1,2,2,1,1,I felt Disgust when I overheard someone treating someone poorly on campus,I felt ... when I overheard someone treating someone poorly on campus,seconds,seconds,2,4,3,1,1,1,5,1,1,1,5,2,1,3,1,5,1,3,5,4,2,2,2,"No, I participated before and answered the next set of questions.",23,Male,Undergraduate degree (BA/BSc/other),North American,3,4.5,4.5,5,7,3,5,4,5,3,The event really happened in my life.,"AVERAGED: text id 764, 767"
round-4,disgust,4399,2021/09/20 12:30:38 am EET,f7a7ff103eb75f0ef7b4d053a2115aef,2,5,1,1,2,3,3,1,2,1,1,2,"Protesters blocked the M25 (main road) whilst protesting climate change. People were late for working, missed appointments, late for picking children up etc. It had an impact on the wrong people, I was disgusted by this and thought it was selfish.","Protesters blocked the M25 (main road) whilst protesting climate change. People were late for working, missed appointments, late for picking children up etc. It had an impact on the wrong people, I was ... by this and thought it was selfish.",days,minutes,3,5,5,1,1,1,4,3,1,1,5,4,1,4,1,5,3,2,4,5,3,3,2,"No, I participated before and answered the next set of questions.",24,Female,Secondary education,European,1,2,6,3,6,6,7,2,5,4,--,COPIED FROM: text id 4243
round-5,boredom,5260,2021/10/06 1:54:59 pm EET,8c6f6b7d3388f242ef2fcaa8206ff7f0,1,1,1,1,1,1,1,1,1,1,1,1,Driving on the M6,Driving on the M6,hours,minutes,4,5,1,5,5,2,4,4,4,1,1,1,4,4,1,5,2,4,4,4,5,1,4,"Yes, first time, I will answer the following questions.",34,Female,Undergraduate degree (BA/BSc/other),European,6,6,6,5.6,7,2.2,7,1,5,4.8,The event really happened in my life.,"AVERAGED: text id 5260, 5589, 51488, 51671, 51842"
round-6,joy,6460,2021/11/01 9:26:18 pm CET,a8b9b3bbdbba798fd6645c7f1b8adbcb,1,1,1,1,1,4,4,1,1,1,4,3,I found out I was pregnant,I found out I was pregnant,seconds,weeks,5,5,3,1,3,5,1,5,1,5,5,3,5,1,3,3,1,3,1,1,4,1,2,"No, I participated before and answered the next set of questions.",43,Female,High school,European,6,2,6,5,6,2,7,2,6,4,The event really happened in my life.,COPIED FROM: text id 6168
round-6,no-emotion,6605,2021/11/01 10:02:36 pm CET,6c200b9ac0ae288f7baa4c0ad82f2d7d,1,2,1,1,1,3,1,1,1,1,1,1,I made pasta for my tea,I made pasta for my tea,minutes,I had none,1,5,1,5,5,3,3,1,1,5,1,5,4,3,4,1,1,5,1,1,3,1,2,"Yes, first time, I will answer the following questions.",28,Female,Graduate degree (MA/MSc/MPhil/other),European,2,3,3,5,6,7,7,5,4,4,The event really happened in my life.,ORIGINAL
round-9,anger,91,2021/11/17 11:02:35 am CET,558cd57a9d5c1a8feff2b181a1fd1fee,1,2,1,1,1,2,1,1,2,1,1,2,I felt anger when a random girl hit me in a club,I felt ... when a random girl hit me in a club,minutes,hours,4,5,5,2,2,1,4,2,1,2,5,1,1,4,2,5,4,3,4,5,4,3,5,"Yes, first time, I will answer the following questions.",20,Female,Undergraduate degree (BA/BSc/other),European,5,6,3,3,6,5,3,5,3,6,The event really happened in my life.,ORIGINAL
round-5,sadness,52156,2021/10/06 2:51:47 pm EET,75ff2441794c680313a00fc96c8aa1fa,1,2,1,1,2,2,1,2,1,1,1,1,Found out my papa was dying,Found out my papa was dying,days,weeks,5,4,5,1,2,1,5,5,3,1,1,5,1,3,2,1,1,1,1,1,4,5,5,"No, I participated before and answered the next set of questions.",36,Female,Graduate degree (MA/MSc/MPhil/other),European,6,6,5,6,7,5,6,3,5,5,The event really happened in my life.,COPIED FROM: text id 5535
round-6,no-emotion,6621,2021/11/01 10:07:28 pm CET,dad53f4c1a6fe74ad38c61f00c79b39d,1,2,1,1,1,4,2,1,1,1,1,3,I felt no particular emotion when I failed a test in my college class.,I felt ... when I failed a test in my college class.,hours,I had none,4,4,3,4,5,1,5,4,2,4,5,5,2,1,3,1,1,5,4,1,3,4,3,"Yes, first time, I will answer the following questions.",18,Female,High school,African,5,5,6,5,6,7,7,1,6,1,The event really happened in my life.,ORIGINAL
round-4,surprise,41613,2021/09/20 12:51:08 am EET,c69a3bc4a3fabb3b56d7ed96e1478f8e,1,1,1,1,1,3,2,2,1,1,1,1,I had a surprise party,I had a surprise party,hours,minutes,5,5,4,1,2,5,1,5,4,3,5,3,5,5,3,5,1,1,4,1,5,1,4,"No, I participated before and answered the next set of questions.",28,Male,Undergraduate degree (BA/BSc/other),European,1,1,5,1,4,1,5,1,5,1,--,COPIED FROM REJECTED: text id 41918
round-5,anger,5124,2021/10/06 3:13:41 pm EET,4ce481ce4841b318f5ea1f5f450b4af9,1,4,1,5,1,3,5,5,1,1,1,5,reading about people not getting a covid vaccine,reading about people not getting a covid vaccine,hours,days,4,5,4,1,1,1,5,5,2,1,5,4,1,3,1,5,2,1,5,5,4,3,4,"No, I participated before and answered the next set of questions.",47,Female,Secondary education,European,6,3,7,6,6,1,7,4,2,2,The event really happened in my life.,COPIED FROM: text id 522
round-3,joy,3543,2021/09/03 9:11:20 pm EET,244e32c4effd21c4bbce38b4a59177bd,1,1,1,1,1,3,3,3,1,1,1,3,at the births of my children.,at the births of my children.,hours,weeks,5,5,1,3,5,5,1,5,5,3,1,5,5,5,4,2,1,5,1,1,5,1,5,"Yes, first time, I will answer the following questions.",36,Female,Undergraduate degree (BA/BSc/other),European,2,2,6,5,6,7,7,2,6,1,--,ORIGINAL
round-5,surprise,52482,2021/10/06 3:25:31 pm EET,f284247960d4d5342415dfd1a1f11cc3,1,1,1,1,1,2,2,2,1,1,2,2,"I felt surprise when I won a small amount of money on a lottery ticket. It wasn't a huge amount of money, but I had never won anything before.","I felt ... when I won a small amount of money on a lottery ticket. It wasn't a huge amount of money, but I had never won anything before.",seconds,seconds,4,5,5,1,1,5,1,1,5,1,1,1,5,1,1,1,5,5,1,1,1,1,1,"No, I participated before and answered the next set of questions.",27,Female,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,7,2,6,2,7,1,7,2,5,2,The event really happened in my life.,COPIED FROM: text id 51647
round-8,sadness,813,2021/11/10 5:49:19 pm CET,08694f91220a5bf5992574db6ea104cc,2,1,1,1,1,2,1,1,1,1,1,1,I lost a pair of earrings that were important to me.,I lost a pair of earrings that were important to me.,minutes,days,3,4,3,3,4,1,4,2,2,4,1,3,2,2,3,1,2,5,1,1,2,3,2,"Yes, first time, I will answer the following questions.",34,Female,High school,North American,2,3,5,5,3,5,5,2,5,2,The event really happened in my life.,ORIGINAL
round-5,fear,5954,2021/10/06 3:54:42 pm EET,54aa1da7754327b37e3bb2b27592a54c,1,1,1,1,1,1,1,1,1,1,1,1,One of my family members was taken into hospital,One of my family members was taken into hospital,days,days,5,5,5,1,1,1,5,5,5,1,1,1,1,5,1,1,5,2,4,1,5,3,5,"No, I participated before and answered the next set of questions.",27,Female,Undergraduate degree (BA/BSc/other),European,5,3,7,6,5,4,7,1,5,1,The event really happened in my life.,COPIED FROM: text id 430
round-4,surprise,41743,2021/09/20 2:10:12 am EET,76ddb9a0e1e4f23bb4e9b0e3d5659a54,2,2,2,2,3,2,3,2,3,2,3,2,When my fiancée said yes to marry me,When my fiancée said yes to marry me,minutes,weeks,5,5,5,5,4,5,1,1,1,5,1,4,5,5,5,4,1,3,1,2,5,1,5,"No, I participated before and answered the next set of questions.",28,Female,High school,European,6,5,6,4,5,4,6,5,4,5,--,COPIED FROM REJECTED: text id 41842
round-4,fear,4570,2021/09/20 2:01:24 am EET,31ae1c8273ef289096924c925774568e,1,1,1,1,1,1,1,1,1,1,1,1,I felt fear when I scraped and dented my car along a pole(?) in my campus parking garage with a slowly growing line of cars behind me waiting to park.,I felt ... when I scraped and dented my car along a pole(?) in my campus parking garage with a slowly growing line of cars behind me waiting to park.,minutes,minutes,5,5,5,1,2,1,5,5,2,4,1,2,3,5,4,1,2,4,5,1,5,4,5,"No, I participated before and answered the next set of questions.",18,Female,High school,southeast Asian,2,5,6,6,6,7,6,2,6,6,--,COPIED FROM: text id 41653
round-5,disgust,5650,2021/10/06 3:52:21 pm EET,360870c658edc4c82b96bf6bb132cc56,1,1,3,1,1,4,4,4,1,1,2,3,The police was abusing an innocent man,The police was abusing an innocent man,hours,days,4,4,4,1,1,1,5,1,4,1,4,1,4,4,1,1,4,1,4,1,4,4,4,"No, I participated before and answered the next set of questions.",29,Female,Graduate degree (MA/MSc/MPhil/other),African,6,2,6,2,6,6,6,2,6,2,The event really happened in my life.,COPIED FROM: text id 5726
round-5,guilt,51071,2021/10/06 3:57:54 pm EET,5c523efcc82be996cbbc65b994e64819,1,1,1,1,1,4,2,1,1,1,2,1,I recently experienced guilt as due to an error my behalf my colleague faced a much more difficult task in their day to day job,I recently experienced ... as due to an error my behalf my colleague faced a much more difficult task in their day to day job,hours,days,5,5,5,1,1,1,5,4,1,5,1,1,1,5,3,1,1,1,5,1,5,1,5,"No, I participated before and answered the next set of questions.",26,Male,Undergraduate degree (BA/BSc/other),European,5,3,5,3,5,3,5,1,5,5,The event really happened in my life.,COPIED FROM: text id 585
round-5,anger,5195,2021/10/06 3:19:39 pm EET,b58717abbb0d2c9e8776f2c75a86df01,1,1,1,1,1,2,1,1,1,1,1,2,A Friend turned their back on me for no reason,A Friend turned their back on me for no reason,days,weeks,5,5,5,1,1,1,5,5,1,1,5,1,1,5,3,5,1,1,4,1,5,3,5,"No, I participated before and answered the next set of questions.",49,Female,Secondary education,European,2,1,6,4,3,6,6,1,4,4,The event really happened in my life.,COPIED FROM: text id 51111
round-4,fear,4569,2021/09/20 2:00:39 am EET,a235894ad5ada0ee502ee6e42a8da59d,1,4,1,1,2,3,2,5,2,2,1,5,when I sat in the hospital everday because my uncle had cancer,when I sat in the hospital everday because my uncle had cancer,weeks,weeks,5,5,1,1,5,1,5,5,5,1,1,5,1,1,1,1,5,1,1,1,3,5,5,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),South Asian,5,2,6,4,7,4,7,2,6,3,--,COPIED FROM REJECTED: text id 4417
round-6,guilt,6413,2021/11/01 9:01:08 pm CET,e724d5baee2c8f072fa640b606545e83,3,5,2,1,1,2,5,1,4,1,1,2,Bought a dog I dont want,Bought a dog I dont want,days,days,5,5,4,1,2,1,5,2,4,5,4,1,5,2,5,5,4,4,1,1,1,5,2,"No, I participated before and answered the next set of questions.",30,Female,Graduate degree (MA/MSc/MPhil/other),British,1,2,7,6,3,7,6,5,1,6,The event really happened in my life.,COPIED FROM REJECTED: text id 6134
round-4,boredom,4289,2021/09/20 12:39:48 am EET,2ba9c61e159782115ac217c3108bb024,1,2,1,3,1,4,4,2,1,1,1,4,I went on a mandatory training course at work,I went on a mandatory training course at work,hours,hours,4,4,3,4,5,1,5,5,1,4,1,4,5,4,4,1,1,5,1,1,5,5,5,"No, I participated before and answered the next set of questions.",30,Female,Graduate degree (MA/MSc/MPhil/other),UK,1.5,3,7,6,7,7,7,3.5,5.5,3,--,"AVERAGED: text id 4263, 41929"
round-6,relief,6770,2021/11/01 9:50:46 pm CET,91443febf09e634c70296aedf754f93c,1,1,1,1,2,3,3,1,1,3,1,1,"A friend had spilled wine on my Mum's shite carpet. I panicked as I didn't think it would come out, but eventually it did.","A friend had spilled wine on my Mum's shite carpet. I panicked as I didn't think it would come out, but eventually it did.",hours,hours,4,5,4,1,1,1,5,4,4,2,5,3,2,5,5,5,1,2,3,1,5,3,5,"No, I participated before and answered the next set of questions.",35,Male,Undergraduate degree (BA/BSc/other),European,7,3,5,3,5,4,6,3,5,3,The event really happened in my life.,COPIED FROM: text id 6164
round-6,pride,6685,2021/11/01 9:46:34 pm CET,482f3430cf38c18fc3f922303b007475,1,1,1,1,1,1,1,1,1,1,1,1,People complimented my kids Halloween costumes,People complimented my kids Halloween costumes,minutes,hours,4,5,1,5,4,5,1,1,1,4,4,1,3,1,4,4,1,5,1,1,1,1,1,"No, I participated before and answered the next set of questions.",36,Female,Secondary education,European,5,5,3,5,6,3,7,2,5,2,The event really happened in my life.,COPIED FROM REJECTED: text id 6185
round-6,joy,6451,2021/11/01 9:18:00 pm CET,001319e50afc4414ad0a30665c1e7ed1,1,2,1,1,1,1,1,1,1,1,1,1,I was a godmother at my best friends sons Christening,I was a godmother at my best friends sons Christening,hours,hours,4,5,1,3,4,5,1,4,1,4,4,4,4,4,3,3,1,5,1,1,4,1,3,"No, I participated before and answered the next set of questions.",40,Female,Undergraduate degree (BA/BSc/other),European,5,2,6,1,6,5,5,5,7,7,The event really happened in my life.,COPIED FROM REJECTED: text id 6827
round-4,joy,4724,2021/09/20 12:27:01 am EET,0f842b2154a43b7aab0d43f5ae89cb2f,1,3,1,1,1,2,1,1,1,1,1,2,I felt joy when I got married to my best friend,I felt ... when I got married to my best friend,hours,weeks,5,5,1,2,5,5,1,5,1,5,5,5,5,3,5,4,1,5,1,1,4,1,2,"No, I participated before and answered the next set of questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,2,4,5,5,4,6,3,5,5,--,COPIED FROM REJECTED: text id 451
round-4,sadness,41514,2021/09/20 2:06:57 am EET,aca121986fd49ebc08be2d0b956084f7,1,3,1,1,1,2,1,1,3,1,1,1,I felt sadness when I had to quit my job as a child care taker.,I felt ... when I had to quit my job as a child care taker.,weeks,days,5,5,1,2,5,1,5,4,1,4,2,4,2,1,4,1,1,4,1,1,4,4,4,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),White,6,5,5,6,5,3,6,3,3,3,--,COPIED FROM: text id 4117
round-5,surprise,52516,2021/10/06 3:02:19 pm EET,d6264ffd7ee0e0947f162a1871ef98be,1,1,1,1,1,1,1,1,1,1,1,1,When I got my dog for m birthday,When I got my dog for m birthday,seconds,weeks,5,5,5,1,1,5,1,5,1,1,5,5,5,5,1,2,1,5,1,1,5,1,1,"Yes, first time, I will answer the following questions.",31,Female,Undergraduate degree (BA/BSc/other),European,6.8,1.2,7,1,6,1.8,6,1,6.8,1.2,The event really happened in my life.,"AVERAGED: text id 5219, 51824, 52056, 52516"
round-5,relief,51985,2021/10/06 6:19:13 pm EET,0fff769efb723849e7fd45afb7c372fa,1,1,1,1,1,5,3,4,1,1,1,4,i have the fund required at that time,i have the fund required at that time,hours,weeks,4,5,1,4,3,4,1,5,4,1,1,4,5,4,2,4,1,2,1,1,4,1,4,"Yes, first time, I will answer the following questions.",41,Male,Graduate degree (MA/MSc/MPhil/other),Indigenous,1,1,7,1,7,7,7,1,7,5.7,The event really happened in my life.,"AVERAGED: text id 51985, 52591, 52892"
round-4,relief,41244,2021/09/20 2:06:25 am EET,69b274a6a80ef9e0ab23c244d1c2c22f,1,3,1,1,1,3,1,1,1,1,1,1,I felt relief after my family dog came out of surgery alright after having kidney issues.,I felt ... after my family dog came out of surgery alright after having kidney issues.,hours,weeks,5,5,3,1,2,1,5,3,5,1,3,5,5,3,1,4,4,1,1,1,3,5,5,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),Australian/New Zealander,2,3,5,7,6,7,6,6,3,2,--,COPIED FROM: text id 41726
round-6,joy,6458,2021/11/01 9:26:11 pm CET,da70f30ba4e73862871a14ca002d192d,1,3,1,1,1,3,3,2,2,1,1,1,we bought our house,we bought our house,hours,days,5,5,5,4,2,5,1,5,2,5,3,5,5,5,4,3,1,4,1,1,5,2,5,"Yes, first time, I will answer the following questions.",31,Male,Graduate degree (MA/MSc/MPhil/other),European,3,5,5,5,5,6,6,5,7,5,The event really happened in my life.,ORIGINAL
round-5,no-emotion,51359,2021/10/06 3:20:57 pm EET,ba2b5f805f17b674e96120b9dd61eea9,2,4,1,1,1,2,1,1,2,1,2,1,I was promoted last year. To a more senior position with more responsibility & salary.,I was promoted last year. To a more senior position with more responsibility & salary.,minutes,hours,3,5,4,1,2,5,1,3,1,5,1,2,4,3,2,4,2,3,1,1,5,1,1,"Yes, first time, I will answer the following questions.",22,Female,High school,White British,5,3,7,6,6,3,5,1,3,2,The event really happened in my life.,ORIGINAL
round-6,surprise,6986,2021/11/01 9:10:56 pm CET,5e94f26778d57054b113f5210aec50b9,1,1,1,2,2,1,1,2,1,2,1,1,My brother came out to us,My brother came out to us,minutes,hours,4,5,3,1,2,5,1,1,1,1,4,1,3,4,2,4,1,1,1,1,4,1,3,"No, I participated before and answered the next set of questions.",36,Female,High school,European,2,1,6,6,7,3,7,4,5,2,The event really happened in my life.,COPIED FROM REJECTED: text id 6412
round-6,anger,663,2021/11/01 8:57:23 pm CET,1946087f24e740f4a5e054f16f8ccb1d,1,3,1,1,1,2,1,1,1,1,1,4,"a colleague accused me of jeopardizing his life when I did no such thing, nor would any reasonable person think so (I had allowed a student who had had covid, but who was no longer sick or contagious, and who had been cleared by Public Health, to attend class.)","a colleague accused me of jeopardizing his life when I did no such thing, nor would any reasonable person think so (I had allowed a student who had had covid, but who was no longer sick or contagious, and who had been cleared by Public Health, to attend class.)",minutes,days,4,5,5,4,3,1,5,1,2,1,5,4,3,5,2,5,3,3,5,4,5,2,5,"Yes, first time, I will answer the following questions.",43,Female,Undergraduate degree (BA/BSc/other),North American,2,5,7,6,6,6,6,2,3,1,The event really happened in my life.,ORIGINAL
round-4,no-emotion,4892,2021/09/20 1:42:07 am EET,eb4eaaae3af26ea0db9796bf1601aa44,1,2,1,1,2,2,1,3,2,1,2,2,I went shopping,I went shopping,minutes,minutes,2,3,2,5,5,3,3,2,1,5,3,4,3,1,3,3,2,4,1,1,3,2,1,"No, I participated before and answered the next set of questions.",19,Male,High school,European,4,5,5,6,6,4,5,6,3,4,--,COPIED FROM: text id 4473
round-4,disgust,4451,2021/09/20 1:20:08 am EET,461fc2095480b5a1f942884d5e9ea5bb,1,2,1,3,2,5,4,5,2,3,4,5,"I felt Disgust when I got to the grocery store to get my kid some school materials, just to see the prices for some material had already gone up.","I felt ... when I got to the grocery store to get my kid some school materials, just to see the prices for some material had already gone up.",hours,minutes,2,5,5,4,5,1,5,4,2,1,4,4,1,4,1,5,4,2,4,2,5,5,4,"No, I participated before and answered the next set of questions.",38,Female,Graduate degree (MA/MSc/MPhil/other),White,6,4.5,5.8,5.5,5.3,5.2,4.2,2.7,3.2,3.3,--,"AVERAGED: text id 4339, 4537, 4658, 4936, 41546, 41602"
round-6,surprise,6990,2021/11/01 9:19:02 pm CET,42d15239a8985c514fc3b6437be1e5ef,1,2,1,1,1,2,2,3,2,1,1,2,I felt surprised when I found out a close friend had introduced her children to a guy she has been dating for a few weeks.,I felt ... when I found out a close friend had introduced her children to a guy she has been dating for a few weeks.,hours,hours,4,4,4,1,2,2,2,2,4,1,5,2,1,2,2,4,2,5,4,2,4,1,2,"No, I participated before and answered the next set of questions.",41,Female,Undergraduate degree (BA/BSc/other),European,5,2,6,3,3,2,6,2,5,3,The event really happened in my life.,COPIED FROM: text id 687
round-6,surprise,61002,2021/11/01 9:37:50 pm CET,09a34e1f54b940f2a4466d691f4d2596,1,1,1,1,1,1,1,1,1,1,1,3,I got a great too good to go bag,I got a great too good to go bag,seconds,hours,4,5,4,4,3,5,1,3,1,1,5,1,3,2,1,4,3,2,2,1,4,1,2,"No, I participated before and answered the next set of questions.",37,Female,Undergraduate degree (BA/BSc/other),European,5,3,5,3,5,3,5,5,5,5,The event really happened in my life.,COPIED FROM: text id 6330
round-4,boredom,4178,2021/09/20 12:19:02 am EET,ca3434ef28394210100cd52f56dbc855,1,3,1,1,1,2,1,1,1,1,1,1,I was at work last week and the work I had to do was not challenging,I was at work last week and the work I had to do was not challenging,hours,hours,4,4,2,4,4,3,2,2,1,2,2,2,2,1,1,4,1,4,2,1,2,1,1,"Yes, first time, I will answer the following questions.",36,Female,Graduate degree (MA/MSc/MPhil/other),North American,1,5,6,2,7,6,6,5,5,2,--,ORIGINAL
round-4,surprise,41713,2021/09/20 12:06:05 am EET,6f0101c3af4979061d05736f54d20612,1,1,1,1,1,2,1,1,1,1,1,1,I achieved a first in my university dissertation.,I achieved a first in my university dissertation.,hours,days,4,5,2,4,2,5,1,5,2,4,2,2,5,2,3,4,2,5,1,1,2,1,3,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),European,5,6,6,5,6,2,5,2,3,4,--,COPIED FROM: text id 434
round-4,surprise,41724,2021/09/20 1:43:56 am EET,08b6ee3a8bbb21c6032fece716abfd48,1,1,1,1,1,2,1,2,1,1,2,1,I passed an exam that I didn't study for,I passed an exam that I didn't study for,seconds,hours,4,4,4,3,2,3,1,3,3,4,3,1,1,3,2,4,4,4,2,2,3,1,3,"Yes, first time, I will answer the following questions.",21,Male,High school,South Asian,4,2.5,5,2.5,6,5,4,3.5,5,4,--,"AVERAGED: text id 4609, 41724"
round-3,joy,3643,2021/09/03 9:43:12 pm EET,4b7502650f258fb3605a79c0d0736d90,1,2,1,1,1,1,4,3,1,1,1,3,"My family came home from abroad for the summer, I met them at the airport.","My family came home from abroad for the summer, I met them at the airport.",hours,hours,4,5,2,3,5,5,1,3,1,1,4,5,5,4,1,4,1,5,1,1,3,1,4,"No, I participated before and answered the next set of questions.",35,Male,Undergraduate degree (BA/BSc/other),European,2,5,5,3,6,5,6,5,5,5,--,COPIED FROM: text id 3116
